{'question': 'Chatbot của bạn có những tính năng gì đặc biệt?', 'intent': 'feature_inquiry'}
{'question': 'Thời gian từ ý tưởng đến triển khai của chatbot là bao lâu?', 'intent': 'creation_reason'}
{'question': 'Làm thế nào hệ thống của bạn phục vụ người dùng?', 'intent': 'user_service_approach'}
{'question': 'Làm thế nào bạn xuất hiện?', 'intent': 'creation_process'}
{'question': 'Có những tính năng gì làm cho chatbot đặc biệt?', 'intent': 'unique_features'}
{'question': 'Có những mục đích gì bạn hỗ trợ?', 'intent': 'creation_reason'}
{'question': 'Khả năng tự học của bạn như thế nào? Làm thế nào bạn thực hiện điều đó?', 'intent': 'learning_ability'}
{'question': 'Mục tiêu mà bạn đã đặt ra là gì?', 'intent': 'goals'}
{'question': 'Bạn có khả năng hỗ trợ những công việc gì?', 'intent': 'capabilities'}
{'question': 'Làm thế nào chatbot này được xây dựng?', 'intent': 'development_process'}
{'question': 'Đứng sau việc phát triển bạn là những cá nhân hay tổ chức nào?', 'intent': 'development_team'}
{'question': 'Tôi có thể thực hiện những nhiệm vụ gì bằng cách sử dụng chatbot?', 'intent': 'user_tasks'}
{'question': 'Làm thế nào chatbot của bạn khác biệt so với các đối thủ?', 'intent': 'differentiation'}
{'question': 'Sứ mệnh của bạn liên quan đến gì?', 'intent': 'mission'}
{'question': 'Có khả năng cập nhật thông tin không?', 'intent': 'learning_ability'}
{'question': 'Có các bước cụ thể nào trong quy trình xử lý dữ liệu?', 'intent': 'data_processing'}
{'question': 'Quy trình phát triển chatbot mất bao lâu?', 'intent': 'creation_time'}
{'question': 'Làm thế nào bạn thực hiện các yêu cầu từ người dùng?', 'intent': 'task_execution'}
{'question': 'Tại sao và làm thế nào bạn được phát triển?', 'intent': 'creation_reason'}
{'question': 'Tính năng độc đáo nào làm nổi bật chatbot của bạn?', 'intent': 'features'}
{'question': 'Trong những tình huống nào tôi nên sử dụng chatbot của bạn?', 'intent': 'use_cases'}
{'question': 'Chatbot của bạn làm thế nào để hỗ trợ người dùng?', 'intent': 'user_service'}
{'question': 'Chatbot được tạo ra dựa trên nguyên tắc gì?', 'intent': 'working_principle'}
{'question': 'Bạn có thể kể về người tạo ra bạn không?', 'intent': 'creation_reason'}
{'question': 'Có nhóm nào phát triển bạn không?', 'intent': 'creation_reason'}
{'question': 'Bạn có những tính năng nào?', 'intent': 'capabilities'}
{'question': 'Có gì đặc biệt về cách tương tác với bạn?', 'intent': 'interaction_tips'}
{'question': 'Chatbot này vượt trội ở điểm nào so với các ứng dụng khác?', 'intent': 'creation_reason'}
{'question': 'Bạn sử dụng công nghệ nào để xây dựng chatbot?', 'intent': 'technology_used'}
{'question': 'Tôi đang xây dựng một hệ thống chatbot, bạn có thể giúp tôi như thế nào?', 'intent': 'usage_help'}
{'question': 'Có những cách nào để tận dụng tối đa khả năng của chatbot?', 'intent': 'maximizing_potential'}
{'question': 'Chatbot này có tính cách cụ thể nào không?', 'intent': 'personality_traits'}
{'question': 'Bạn có đặc điểm nổi bật nào không?', 'intent': 'personality_traits'}
{'question': 'Chatbot này được phát triển để làm nhiệm vụ gì chủ yếu?', 'intent': 'primary_function'}
{'question': 'Tôi muốn biết về quá trình tạo ra chatbot này, có gì đặc biệt?', 'intent': 'creation_reason'}
{'question': 'Cho tôi biết về những khả năng đặc sắc của chatbot?', 'intent': 'features'}
{'question': 'Làm thế nào tôi có thể tận dụng hết khả năng của chatbot?', 'intent': 'usage_tips'}
{'question': 'Có những mẹo nào để sử dụng chatbot một cách hiệu quả nhất?', 'intent': 'usage_tips'}
{'question': 'Nhu cầu chính mà chatbot này được thiết kế để đáp ứng là gì?', 'intent': 'design_goals'}
{'question': 'Mục tiêu chính của chatbot là giải quyết những vấn đề gì?', 'intent': 'design_goals'}
{'question': 'Cách mà chatbot thực hiện công việc của mình là gì?', 'intent': 'functionality'}
{'question': 'Tại sao chatbot này được tạo ra? Mục đích chính là gì?', 'intent': 'main_goal'}
{'question': 'Cách nào để đưa thông tin mới vào chatbot?', 'intent': 'update_process'}
{'question': 'Tôi có thể cập nhật thông tin trong chatbot như thế nào?', 'intent': 'update_process'}
{'question': 'Tôi đang xem xét sử dụng chatbot của bạn, bạn có thể giới thiệu về nhiệm vụ của nó không?', 'intent': 'purpose'}
{'question': 'Làm thế nào chatbot của bạn được tạo ra? Có phương pháp cụ thể nào không?', 'intent': 'creation_method'}
{'question': 'Mục tiêu chính của chatbot này là gì? Nó hướng đến đối tượng người dùng nào?', 'intent': 'main_goal'}
{'question': 'Chatbot của bạn có tính cách cụ thể nào không? Nó có thể tương tác như thế nào với người dùng?', 'intent': 'personality'}
{'question': 'Chatbot này được tạo ra để thực hiện nhiệm vụ gì chính? Có các ứng dụng cụ thể nào không?', 'intent': 'main_task'}
{'question': 'So với các đối thủ khác, chatbot của bạn khác biệt như thế nào?', 'intent': 'differences'}
{'question': 'Ai đã phát triển bạn?', 'intent': 'creation_reason'}
{'question': 'Có điều gì độc đáo trong tính năng của chatbot không?', 'intent': 'unique_features'}
{'question': 'Có những khả năng đặc sắc nào mà bạn có thể chia sẻ?', 'intent': 'capabilities'}
{'question': 'Ai tham gia vào việc phát triển chatbot này?', 'intent': 'development_team'}
{'question': 'Nhóm nền tảng của chatbot này là ai?', 'intent': 'platform_team'}
{'question': 'Có tính năng đặc biệt nào mà bạn muốn nhấn mạnh?', 'intent': 'special_features'}
{'question': 'Quá trình tạo ra bạn được thực hiện như thế nào?', 'intent': 'creation_process'}
{'question': 'Chatbot có mục tiêu gì chính?', 'intent': 'mission'}
{'question': 'Ai là người sáng tạo của bạn và có gì đặc biệt về họ?', 'intent': 'creator_info'}
{'question': 'Chatbot tự mô tả như thế nào?', 'intent': 'self_description'}
{'question': 'Mô tả của chatbot về bản thân là gì?', 'intent': 'self_description'}
{'question': 'Ai là người đứng sau việc xây dựng chatbot?', 'intent': 'creation_reason'}
{'question': 'Tôi nên tương tác với chatbot như thế nào để có kết quả tốt nhất?', 'intent': 'usage'}
{'question': 'Chatbot của bạn hỗ trợ những ngôn ngữ nào?', 'intent': 'language_support'}
{'question': 'Tôi có thể sử dụng chatbot này như thế nào để đạt được kết quả tốt nhất?', 'intent': 'interaction'}
{'question': 'Chatbot của bạn khác biệt như thế nào so với các đối thủ khác?', 'intent': 'differentiation'}
{'question': 'Các ưu điểm của chatbot của bạn so với các hệ thống khác là gì?', 'intent': 'differentiation'}
{'question': 'Làm thế nào chatbot của bạn được phát triển từ đầu đến hiện tại?', 'intent': 'creation_process'}
{'question': 'Lý do bạn chọn phát triển một chatbot?', 'intent': 'creation_reason'}
{'question': 'Chatbot có những điểm đặc sắc gì về chức năng?', 'intent': 'special_features'}
{'question': 'Chatbot xử lý thông tin cá nhân của tôi như thế nào?', 'intent': 'data_handling'}
{'question': 'Làm thế nào thông tin cá nhân của người dùng được bảo vệ?', 'intent': 'data_handling'}
{'question': 'Chatbot thực hiện những công việc gì để phục vụ người dùng?', 'intent': 'operation_method'}
{'question': 'Làm thế nào chatbot tương tác với người dùng từ góc độ tính cách?', 'intent': 'personality_traits'}
{'question': 'Cách mà chatbot hoạt động là gì?', 'intent': 'how_it_works'}
{'question': 'Bạn sử dụng phương pháp nào để thực hiện nhiệm vụ của mình?', 'intent': 'how_it_works'}
{'question': 'Có bao nhiêu người làm việc trên dự án chatbot này?', 'intent': 'development_team'}
{'question': 'Có cách nào để thêm tính năng mới cho chatbot này không?', 'intent': 'expansion'}
{'question': 'Tính năng mở rộng của bạn có những hạn chế gì?', 'intent': 'expansion'}
